OBJECTID,Wetland__1,SEQNUM,CFCA_EMT_I,Physiograp,Wetland_Ty,Hydrologic,Edge_Ref_1,Urban_Dens,ACRES_COMB,XCOORD_UTM,YCOORD_UTM,Column_,ORIG_FID
173,1,140177.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,9.510622973934382,428002.7812500,3148227.0000000,317.0000000,173
174,1,139437.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,17.700922475453652,428056.6562500,3148512.2500000,317.0000000,174
175,1,263018.000000000000000,SW-JJ,Ridge,1F,Yes,104.630000000000000,Moderate,0.491266620531731,428277.1562500,3085077.7500000,318.0000000,175
176,1,262278.000000000000000,SW-JJ,Ridge,1F,Yes,104.630000000000000,Moderate,0.003742874255137,428265.9062500,3085171.7500000,318.0000000,176
177,1,261538.000000000000000,SW-JJ,Ridge,1F,Yes,104.630000000000000,Moderate,0.236444079028514,428283.0625000,3085916.5000000,318.0000000,177
178,1,260798.000000000000000,SW-JJ,Ridge,1F,Yes,104.630000000000000,Moderate,7.617150797961187,428372.6250000,3086034.2500000,318.0000000,178
179,1,260058.000000000000000,SW-JJ,Ridge,1F,Yes,104.630000000000000,Moderate,0.177767004390592,428641.4062500,3086582.7500000,318.0000000,179
180,1,259318.000000000000000,SW-JJ,Ridge,1F,Yes,104.630000000000000,Moderate,0.621499307182019,428632.2500000,3086918.5000000,318.0000000,180
181,1,258578.000000000000000,SW-JJ,Ridge,1F,Yes,104.630000000000000,Moderate,6.803156803191331,428588.8437500,3087306.7500000,318.0000000,181
182,1,257838.000000000000000,SW-JJ,Ridge,1F,Yes,104.630000000000000,Moderate,20.807647330216266,428456.6562500,3087613.0000000,318.0000000,182
183,1,257098.000000000000000,SW-JJ,Ridge,1F,Yes,104.630000000000000,Moderate,0.420615996800983,428498.0312500,3087849.0000000,318.0000000,183
184,1,140178.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,1.841428117957533,428442.2187500,3148391.0000000,318.0000000,184
185,1,139438.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,6.502245004754411,428446.5937500,3148454.2500000,318.0000000,185
186,1,260799.000000000000000,SW-JJ,Ridge,1F,Yes,104.630000000000000,Moderate,1.105778526165529,428712.0625000,3086150.0000000,319.0000000,186
187,1,260059.000000000000000,SW-JJ,Ridge,1F,Yes,104.630000000000000,Moderate,5.545903114028895,428759.7187500,3086567.0000000,319.0000000,187
188,1,259319.000000000000000,SW-JJ,Ridge,1F,Yes,104.630000000000000,Moderate,9.812788605472415,428744.1875000,3086856.5000000,319.0000000,188
189,1,258579.000000000000000,SW-JJ,Ridge,1F,Yes,104.630000000000000,Moderate,2.049473645880547,428672.7500000,3087144.0000000,319.0000000,189
190,1,257839.000000000000000,SW-JJ,Ridge,1F,Yes,104.630000000000000,Moderate,5.700256151133986,428703.4375000,3087563.5000000,319.0000000,190
191,1,139439.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,10.654292944451376,428831.0937500,3148580.5000000,319.0000000,191
192,1,138699.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,0.525971840936109,429008.4687500,3148818.7500000,319.0000000,192
193,1,133519.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,0.400593026856816,428974.6875000,3151827.7500000,319.0000000,193
194,1,132779.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,6.903125475052208,428950.6562500,3151976.5000000,319.0000000,194
195,1,270420.000000000000000,SW-QL,Ridge,1F,No,149.169999999999990,Moderate,1.018417835104294,429176.5000000,3081176.7500000,320.0000000,195
196,1,269680.000000000000000,SW-QL,Ridge,1F,No,149.169999999999990,Moderate,0.807485075603703,429274.1875000,3081434.2500000,320.0000000,196
197,1,139440.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,0.001037765999676,429028.3125000,3148792.7500000,320.0000000,197
198,1,138700.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,10.723053448373900,429235.2500000,3149037.0000000,320.0000000,198
199,1,137960.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,3.913401492870951,429344.1875000,3149229.7500000,320.0000000,199
200,1,134260.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,5.376521238638492,429359.2187500,3151315.7500000,320.0000000,200
201,1,132780.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,0.164425795483261,429032.0937500,3151896.5000000,320.0000000,201
202,1,270421.000000000000000,SW-QL,Ridge,1F,No,149.169999999999990,Moderate,0.662130407349629,429564.0312500,3081219.7500000,321.0000000,202
203,1,269681.000000000000000,SW-QL,Ridge,1F,No,149.169999999999990,Moderate,0.403115967813597,429476.9687500,3081418.5000000,321.0000000,203
204,1,142401.000000000000000,SJ-QC,Ridge,1F,No,96.739999999999995,Moderate,1.654184487932167,429767.8437500,3147163.7500000,321.0000000,204
205,1,141661.000000000000000,SJ-QC,Ridge,1F,No,96.739999999999995,Moderate,0.010468005790991,429787.7187500,3147275.7500000,321.0000000,205
206,1,138701.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,0.443973045082912,429440.5937500,3149161.7500000,321.0000000,206
207,1,137961.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,7.062593346971376,429493.0937500,3149371.7500000,321.0000000,207
208,1,137221.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,16.767132306750614,429684.8750000,3149746.5000000,321.0000000,208
209,1,136481.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,14.809176877283807,429691.2500000,3150090.2500000,321.0000000,209
210,1,135741.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,12.960644273904656,429709.3750000,3150508.0000000,321.0000000,210
211,1,135001.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,13.493179023019186,429663.2500000,3150941.2500000,321.0000000,211
212,1,134261.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,21.722683257272568,429580.4062500,3151208.2500000,321.0000000,212
213,1,143142.000000000000000,SJ-QC,Ridge,1F,No,96.739999999999995,Moderate,2.092240152612406,430043.9062500,3146823.7500000,322.0000000,213
214,1,142402.000000000000000,SJ-QC,Ridge,1F,No,96.739999999999995,Moderate,5.182699894258378,429840.5937500,3147072.7500000,322.0000000,214
215,1,141662.000000000000000,SJ-QC,Ridge,1F,No,96.739999999999995,Moderate,6.245206326130556,429932.2812500,3147467.2500000,322.0000000,215
216,1,137222.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,6.503237572897923,429836.5625000,3149808.7500000,322.0000000,216
217,1,136482.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,3.956265809367670,429821.7187500,3150054.5000000,322.0000000,217
218,1,135742.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,7.708497265890805,429841.1562500,3150529.5000000,322.0000000,218
219,1,135002.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,7.556115326568118,429893.5000000,3150971.2500000,322.0000000,219
220,1,134262.000000000000000,SJ-LJ,Ridge,2F,No,96.420000000000002,Moderate,9.680089777123362,429903.4062500,3151180.0000000,322.0000000,220
221,1,154243.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,4.936596132965872,430513.8437500,3141034.7500000,323.0000000,221
222,1,153503.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,0.177178052777533,430539.0312500,3141186.5000000,323.0000000,222
223,1,143143.000000000000000,SJ-QC,Ridge,1F,No,96.739999999999995,Moderate,2.958230155538138,430352.7500000,3146745.7500000,323.0000000,223
224,1,141663.000000000000000,SJ-QC,Ridge,1F,No,96.739999999999995,Moderate,2.974602379915523,430365.5312500,3147547.7500000,323.0000000,224
225,1,275604.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,10.280677080572200,430789.5000000,3078619.0000000,324.0000000,225
226,1,274864.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,6.405281247807486,430801.2187500,3078738.7500000,324.0000000,226
227,1,272644.000000000000000,SW-QM,Ridge,1F,No,143.520000000000010,Low,1.756490502048988,430894.6875000,3080063.0000000,324.0000000,227
228,1,271904.000000000000000,SW-QM,Ridge,1F,No,143.520000000000010,Low,0.204191117926554,430916.3437500,3080240.7500000,324.0000000,228
229,1,154984.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,4.936353977352722,430882.6250000,3140702.2500000,324.0000000,229
230,1,154244.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,30.013488002152584,430727.8750000,3140977.5000000,324.0000000,230
231,1,153504.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,6.398793743389679,430687.2500000,3141228.0000000,324.0000000,231
232,1,143144.000000000000000,SJ-QC,Ridge,1F,No,96.739999999999995,Moderate,2.109809766282741,430702.0937500,3146833.0000000,324.0000000,232
233,1,142404.000000000000000,SJ-QC,Ridge,1F,No,96.739999999999995,Moderate,1.806373845400259,430778.1562500,3147047.7500000,324.0000000,233
234,1,141664.000000000000000,SJ-QC,Ridge,1F,No,96.739999999999995,Moderate,2.238118307119161,430674.2812500,3147420.7500000,324.0000000,234
235,1,275605.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,3.251036689526523,430971.7500000,3078588.7500000,325.0000000,235
236,1,274865.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,2.043454041831961,431013.8125000,3078938.7500000,325.0000000,236
237,1,274125.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,3.004151956341422,431200.7812500,3079234.5000000,325.0000000,237
238,1,273385.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,0.817506296368519,431241.7500000,3079552.5000000,325.0000000,238
239,1,272645.000000000000000,SW-QM,Ridge,1F,No,143.520000000000010,Low,3.740289620819910,431125.3750000,3079956.2500000,325.0000000,239
240,1,271905.000000000000000,SW-QM,Ridge,1F,No,143.520000000000010,Low,2.096110182813559,431140.8750000,3080296.0000000,325.0000000,240
241,1,157945.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,4.923807889385489,431107.9062500,3139189.2500000,325.0000000,241
242,1,157205.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,18.315362394222234,431204.5312500,3139471.7500000,325.0000000,242
243,1,156465.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,25.651465953692458,431174.8125000,3139853.5000000,325.0000000,243
244,1,155725.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,22.104791181119939,431191.3125000,3140209.7500000,325.0000000,244
245,1,154985.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,33.602103920497747,431132.7500000,3140611.5000000,325.0000000,245
246,1,154245.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,33.776985309075108,431133.0937500,3140976.5000000,325.0000000,246
247,1,153505.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,20.842603107086347,431157.5937500,3141302.0000000,325.0000000,247
248,1,273386.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,1.120382277692039,431460.0000000,3079718.7500000,326.0000000,248
249,1,272646.000000000000000,SW-QM,Ridge,1F,No,143.520000000000010,Low,1.413010871559552,431357.9062500,3080103.7500000,326.0000000,249
250,1,271906.000000000000000,SW-QM,Ridge,1F,No,143.520000000000010,Low,0.356907874034206,431334.9375000,3080245.7500000,326.0000000,250
251,1,158686.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,15.454474538953006,431596.3750000,3138718.2500000,326.0000000,251
252,1,157946.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,20.682147408052554,431581.9062500,3139094.2500000,326.0000000,252
253,1,157206.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,27.950471841404617,431473.9375000,3139456.7500000,326.0000000,253
254,1,156466.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,19.723953902180263,431424.8437500,3139813.7500000,326.0000000,254
255,1,155726.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,23.132075658591386,431439.8750000,3140240.2500000,326.0000000,255
256,1,154986.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,35.220332333647086,431500.5000000,3140604.2500000,326.0000000,256
257,1,154246.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,35.870064279155187,431503.7500000,3140983.0000000,326.0000000,257
258,1,153506.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,27.254163967099046,431497.6250000,3141324.7500000,326.0000000,258
259,1,275607.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,1.334155224386716,432018.2187500,3078661.2500000,327.0000000,259
260,1,274867.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,2.208780753585052,431843.8750000,3078805.2500000,327.0000000,260
261,1,274127.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,0.272786537638071,432054.0625000,3079394.2500000,327.0000000,261
262,1,273387.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,2.508126880539886,431879.7187500,3079730.5000000,327.0000000,262
263,1,272647.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,5.246993906279137,431889.0937500,3079909.7500000,327.0000000,263
264,1,159427.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,2.825504912490862,431948.9375000,3138483.5000000,327.0000000,264
265,1,158687.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,21.851394129207929,431844.9375000,3138674.0000000,327.0000000,265
266,1,157947.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,9.022498018119650,431754.5625000,3139022.7500000,327.0000000,266
267,1,154987.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,0.222218945741474,431697.5937500,3140643.7500000,327.0000000,267
268,1,154247.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,4.827600967389627,431724.7500000,3141028.5000000,327.0000000,268
269,1,153507.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,2.084230125119321,431720.6562500,3141246.2500000,327.0000000,269
270,1,276348.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,1.987994481862829,432423.0625000,3078200.2500000,328.0000000,270
271,1,275608.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,1.382768213791531,432165.7187500,3078668.0000000,328.0000000,271
272,1,274868.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,1.356119058802593,432365.5312500,3078767.5000000,328.0000000,272
273,1,274128.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,1.365485393058834,432215.4062500,3079193.7500000,328.0000000,273
274,1,273388.000000000000000,SW-QD,Ridge,1F,No,131.220000000000000,Low,1.415263072061159,432314.2500000,3079551.7500000,328.0000000,274
275,1,272648.000000000000000,SW-QD,Ridge,1F,No,131.220000000000000,Low,0.703145523951804,432436.5625000,3080181.2500000,328.0000000,275
276,1,271908.000000000000000,SW-QD,Ridge,1F,No,131.220000000000000,Low,12.639276261338255,432355.0000000,3080392.0000000,328.0000000,276
277,1,159428.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,1.229943248871852,432132.0312500,3138484.5000000,328.0000000,277
278,1,158688.000000000000000,SJ-LC,Plain,1A,No,117.959999999999990,Moderate,4.524860426855097,432147.5625000,3138577.7500000,328.0000000,278
279,1,277089.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,0.752938695544302,432801.3750000,3077907.7500000,329.0000000,279
280,1,276349.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,31.375730154739543,432654.8125000,3078140.2500000,329.0000000,280
281,1,275609.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,20.738339527263303,432712.8437500,3078469.2500000,329.0000000,281
282,1,274869.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,14.731453106026596,432710.6250000,3078847.5000000,329.0000000,282
283,1,273389.000000000000000,SW-QD,Ridge,1F,No,131.220000000000000,Low,2.065763567842976,432660.9062500,3079513.5000000,329.0000000,283
284,1,272649.000000000000000,SW-QD,Ridge,1F,No,131.220000000000000,Low,26.335401515672761,432678.5625000,3080061.0000000,329.0000000,284
285,1,271909.000000000000000,SW-QD,Ridge,1F,No,131.220000000000000,Low,30.809708712312649,432645.8437500,3080381.2500000,329.0000000,285
286,1,277090.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,19.068381937889278,433097.6875000,3077753.0000000,330.0000000,286
287,1,276350.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,18.324157312952785,432953.1875000,3078078.7500000,330.0000000,287
288,1,275610.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,11.490682374630033,432899.1875000,3078505.7500000,330.0000000,288
289,1,274870.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,6.604396692298440,432900.3750000,3078786.7500000,330.0000000,289
290,1,273390.000000000000000,SW-QD,Ridge,1F,No,131.220000000000000,Low,12.136171821096143,432952.0937500,3079687.0000000,330.0000000,290
291,1,272650.000000000000000,SW-QD,Ridge,1F,No,131.220000000000000,Low,8.972688492667267,432896.0937500,3080002.2500000,330.0000000,291
292,1,271910.000000000000000,SW-QD,Ridge,1F,No,131.220000000000000,Low,3.045500966838875,432876.8750000,3080472.7500000,330.0000000,292
293,1,271170.000000000000000,SW-QD,Ridge,1F,No,131.220000000000000,Low,0.209584945198628,432919.4687500,3080600.5000000,330.0000000,293
294,1,123910.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,2.005864956702183,433083.6875000,3156697.0000000,330.0000000,294
295,1,123170.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,2.226685804160908,433077.3437500,3156895.5000000,330.0000000,295
296,1,277091.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,1.809710110530848,433234.1250000,3077787.5000000,331.0000000,296
297,1,276351.000000000000000,SW-QN,Ridge,1F,No,132.440000000000000,Low,0.019816481353035,433221.5625000,3077933.0000000,331.0000000,297
298,1,127611.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,0.356023162410946,433584.3125000,3154796.7500000,331.0000000,298
299,1,126871.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,2.417649929940286,433563.2500000,3155133.0000000,331.0000000,299
300,1,126131.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,5.905293027913096,433513.9375000,3155479.0000000,331.0000000,300
301,1,125391.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,10.563624281102843,433428.9375000,3155882.2500000,331.0000000,301
302,1,124651.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,2.689338352312055,433498.5000000,3156074.0000000,331.0000000,302
303,1,123911.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,2.511055943662590,433338.2500000,3156515.0000000,331.0000000,303
304,1,123171.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,1.163522946399228,433259.5312500,3157115.2500000,331.0000000,304
305,1,122431.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,2.472651086270580,433385.7812500,3157258.5000000,331.0000000,305
306,1,127612.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,3.385012430823058,433800.2812500,3154766.2500000,332.0000000,306
307,1,126872.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,1.406409276870810,433636.6875000,3154951.0000000,332.0000000,307
308,1,125392.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,5.211247522403398,433751.3437500,3155906.2500000,332.0000000,308
309,1,124652.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,7.704637325784443,433751.2812500,3156241.0000000,332.0000000,309
310,1,123912.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,3.857198618736120,433860.4687500,3156496.5000000,332.0000000,310
311,1,123172.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,1.317460749986315,433774.8750000,3157044.5000000,332.0000000,311
312,1,122432.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,0.386265527419666,433632.1875000,3157211.5000000,332.0000000,312
313,1,127613.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,5.237005445132597,434146.4687500,3154813.0000000,333.0000000,313
314,1,126873.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,3.094434592974556,434263.4062500,3154979.2500000,333.0000000,314
315,1,125393.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,0.553207757073040,434005.8750000,3155914.5000000,333.0000000,315
316,1,124653.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,0.222235045926078,434160.7500000,3156392.5000000,333.0000000,316
317,1,123913.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,2.854889366785190,434165.4687500,3156530.2500000,333.0000000,317
318,1,126874.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,3.907440631303331,434669.1250000,3155212.7500000,334.0000000,318
319,1,126134.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,6.180601916048174,434692.4375000,3155391.0000000,334.0000000,319
320,1,125394.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,0.625307592315074,434729.4687500,3155710.2500000,334.0000000,320
321,1,124654.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,0.591604973196631,434681.5625000,3156373.0000000,334.0000000,321
322,1,123914.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,2.379784303271783,434531.3750000,3156574.5000000,334.0000000,322
323,1,186815.000000000000000,SW-N7,Plain,1A,No,125.840000000000000,High,14.798421300134480,434943.7187500,3124219.2500000,335.0000000,323
324,1,126875.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,10.315053647385199,434932.7500000,3155215.7500000,335.0000000,324
325,1,126135.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,35.356023934886245,434935.2500000,3155460.2500000,335.0000000,325
326,1,125395.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,7.058780087712714,434938.3437500,3155690.2500000,335.0000000,326
327,1,124655.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,2.875128851723330,434967.7187500,3156279.2500000,335.0000000,327
328,1,123915.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,0.074114692063440,435014.5000000,3156418.7500000,335.0000000,328
329,1,186816.000000000000000,SW-N7,Plain,1A,No,125.840000000000000,High,0.043035707078563,435126.2187500,3124233.7500000,336.0000000,329
330,1,126876.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,10.516765397281446,435307.1875000,3155195.0000000,336.0000000,330
331,1,126136.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,20.898032184612362,435243.6250000,3155432.5000000,336.0000000,331
332,1,125396.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,10.455151539402680,435248.0000000,3155798.5000000,336.0000000,332
333,1,123916.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,7.372530433332434,435324.6250000,3156637.7500000,336.0000000,333
334,1,123176.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,0.510341182625522,435418.7187500,3156829.0000000,336.0000000,334
335,1,122436.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,2.144846186922245,435481.4375000,3157362.5000000,336.0000000,335
336,1,121696.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,0.879647484226864,435493.4375000,3157639.5000000,336.0000000,336
337,1,126877.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,5.079195902220930,435688.4062500,3155209.7500000,337.0000000,337
338,1,122437.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,0.279827419114067,435509.3125000,3157301.5000000,337.0000000,338
339,1,121697.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,2.197517684972329,435557.9375000,3157792.0000000,337.0000000,339
340,1,130578.000000000000000,SJ-LE,Ridge,1F,No,95.799999999999997,High,0.593464796631322,436254.2812500,3153267.0000000,338.0000000,340
341,1,129838.000000000000000,SJ-LE,Ridge,1F,No,95.799999999999997,High,0.774329845542715,436230.0625000,3153387.5000000,338.0000000,341
342,1,126878.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,1.351117186711642,435949.4375000,3155219.5000000,338.0000000,342
343,1,126138.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,2.364428036113283,436153.9687500,3155378.5000000,338.0000000,343
344,1,125398.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,6.063434152701396,436215.1875000,3155806.7500000,338.0000000,344
345,1,124658.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,0.099299732091588,436261.8750000,3156052.7500000,338.0000000,345
346,1,122438.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,4.445952633476259,436199.6875000,3157404.7500000,338.0000000,346
347,1,121698.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,3.786797891575271,436045.4375000,3157655.5000000,338.0000000,347
348,1,130579.000000000000000,SJ-LE,Ridge,1F,No,95.799999999999997,High,7.201730469275000,436423.2187500,3153249.0000000,339.0000000,348
349,1,129839.000000000000000,SJ-LE,Ridge,1F,No,95.799999999999997,High,5.050282949926803,436469.7500000,3153438.2500000,339.0000000,349
350,1,126139.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,10.882361436678954,436507.0312500,3155531.5000000,339.0000000,350
351,1,125399.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,28.960159784422356,436467.4062500,3155847.0000000,339.0000000,351
352,1,124659.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,5.095937347073988,436344.4375000,3156233.2500000,339.0000000,352
353,1,123919.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,3.279539376597682,436524.6875000,3156474.2500000,339.0000000,353
354,1,123179.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,0.000003450205064,436554.1250000,3157092.5000000,339.0000000,354
355,1,122439.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,2.192924769052775,436417.4687500,3157410.2500000,339.0000000,355
356,1,121699.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,1.266568354518060,436432.2187500,3157623.7500000,339.0000000,356
357,1,130580.000000000000000,SJ-LE,Ridge,1F,No,95.799999999999997,High,1.453245336015201,436729.4062500,3153278.2500000,340.0000000,357
358,1,129840.000000000000000,SJ-LE,Ridge,1F,No,95.799999999999997,High,13.863323894753055,436864.5625000,3153587.2500000,340.0000000,358
359,1,129100.000000000000000,SJ-LE,Ridge,1F,No,95.799999999999997,High,16.846757144543950,436819.3750000,3153921.5000000,340.0000000,359
360,1,128360.000000000000000,SJ-LE,Ridge,1F,No,95.799999999999997,High,3.862398411949266,436917.0312500,3154173.5000000,340.0000000,360
361,1,126880.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,0.098356844310293,437015.8437500,3155263.2500000,340.0000000,361
362,1,126140.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,20.692557990611714,436834.9062500,3155512.2500000,340.0000000,362
363,1,125400.000000000000000,SJ-QB,Ridge,1F,No,96.540000000000006,High,30.117979239995201,436847.0000000,3155812.5000000,340.0000000,363
